id,rated,turns,victory_status,winner,increment_code,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply,duration_sec,rating_diff,rating_avg,rating_avg_norm
16260,True,63,outoftime,white,15+0,chessastur,1320,aran09,1391,b4 d5 d4 g6 c3 Bg7 Nf3 Nc6 Bf4 f6 h3 e5 dxe5 fxe5 Bc1 Be6 e3 Qd6 Bb5 O-O-O Qa4 Kb8 Ng5 Nh6 Be2 Bd7 Qb3 Rhf8 Nf3 e4 Ng5 Rxf2 Kxf2 Qf6+ Ke1 Qxg5 g4 Rf8 Na3 Qh4+ Kd2 Be6 Qa4 Nxg4 Bb2 Qg5 hxg4 Bxg4 Rhg1 Ne5 Qb3 Nf3+ Bxf3 Rxf3 Nc2 Rf2+ Kc1 Qh4 Ba3 Be2 Re1 Bc4 Qa4,A00,Polish Opening,1,1482.357000192,71,1355.5,0.33708567854909316
11971,True,41,resign,white,15+5,sergey_13,1293,aran09,1411,e4 e5 Nf3 d6 Nc3 g6 d4 f6 dxe5 fxe5 Bc4 Nf6 Bg5 Nc6 Bxf6 Qxf6 Qd5 Nd8 Nb5 Qg7 Qd2 Be6 Bxe6 Nxe6 O-O-O O-O-O Nxa7+ Kb8 Nb5 Qd7 Qa5 Qxb5 Qxb5 Bh6+ Kb1 Rhf8 Rd3 b6 Qc6 Rf4 Ra3,C41,Philidor Defense #2,4,725.595999744,118,1352.0,0.3348968105065666
7980,True,19,resign,black,10+8,khabibullin,1230,aran09,1402,e4 e5 Nf3 Nc6 Nc3 d6 d3 f5 exf5 Bxf5 h3 Qd7 Ng5 O-O-O Nge4 d5 Nc5 Bxc5 Be2,C46,Three Knights Opening,5,166.880999936,172,1316.0,0.3123827392120075
4554,True,65,resign,white,45+0,fare,1611,aran09,1410,e4 e5 Nf3 d6 d3 Nc6 c4 f5 Be2 b6 Nc3 Qe7 Bg5 Qf7 O-O Bd7 Nd5 Rc8 b4 h6 Bd2 Nf6 a3 fxe4 Nxf6+ gxf6 dxe4 Qg6 Bd3 Bh3 Nh4 Qg8 Qh5+ Kd8 Ng6 Bxg2 Kxg2 Nd4 Kh1 Rh7 Nxf8 Qxf8 Be2 Nxe2 Qxe2 Qf7 Rg1 Ke7 b5 f5 exf5 Qxf5 Qg4 Qxf2 Qxc8 Qxd2 Qxc7+ Ke8 Qxh7 Qf4 Rg8+ Qf8 Rxf8+ Kxf8 Rf1+,C41,Philidor Defense #2,4,1428.209000192,201,1510.5,0.434021263289556
18241,True,93,resign,white,10+20,casas,1321,aran09,1430,e4 e5 Nf3 Nc6 Bb5 Bd6 Bxc6 dxc6 c3 Nf6 d4 Nxe4 dxe5 Bc5 Qxd8+ Kxd8 Bg5+ Ke8 O-O Be6 b4 Be7 Bxe7 Kxe7 Re1 Bf5 g4 Bxg4 Rxe4 Bxf3 Rd4 Rhe8 Nd2 Be2 Re1 Bh5 Ne4 Kf8 Ng5 f6 exf6 Rxe1+ Kg2 Bg6 fxg7+ Kxg7 Rd7+ Kg8 Rxc7 Rf8 Rxb7 Rf5 Nh3 Re2 Rxa7 Bf7 a4 Bd5+ Kf1 Bc4 Kg2 Rf6 Rc7 Re1 b5 Bd5+ Kg3 Rf3+ Kg4 Re4+ Kxf3 Re7+ Kf4 Rxc7 b6 Rf7+ Ke5 Rf3 b7 Rf8 Kd6 Bg2 Nf4 Rb8 Kc7 Rxb7+ Kxb7 c5+ Nxg2 Kf8 a5 Ke7 a6,C60,Ruy Lopez,5,1163.655000064,109,1375.5,0.34959349593495936
10096,True,78,resign,black,9+9,elle123,1292,aran09,1419,g3 d5 Bg2 Nf6 d4 g6 Bf4 Nc6 Nc3 Bg7 Nb5 O-O Nxc7 Rb8 Nxd5 Bf5 Bxb8 Qxb8 Nxe7+ Nxe7 e4 Nxe4 g4 Nxf2 Kxf2 Qf4+ Bf3 Bxg4 h3 Bxd4+ Kf1 Be6 c3 Bb6 h4 Rd8 Qxd8+ Bxd8 Rd1 Bc4+ Kg2 Bb6 Rd4 Bxd4 cxd4 Nf5 Rh3 Qd2+ Be2 Ne3+ Kf3 Bd5+ Kf2 Ng4+ Kf1 Qf4+ Ke1 Qf2+ Kd2 Qxg1 Bxg4 Qxg4 Re3 Qxd4+ Rd3 Qxb2+ Ke3 Bxa2 Rd8+ Kg7 h5 Qe5+ Kf3 Qf6+ Kg4 Qxd8 h6+ Kxh6,A00,Hungarian Opening,1,1072.813999872,127,1355.5,0.33708567854909316
9221,True,38,mate,black,25+0,vazia_pupkin_351,1205,aran09,1412,Nf3 d5 d4 Nf6 Bg5 g6 Bxf6 exf6 g3 f5 Bg2 Bg7 c3 O-O O-O Re8 Ng5 Qxg5 f4 Qe7 Qb3 c6 Re1 b6 c4 Bxd4+ Kh1 Bf2 Rf1 Bd4 cxd5 Ba6 Rd1 Qxe2 Rxd4 Qe1+ Bf1 Qxf1#,D03,Queen's Pawn Game: Torre Attack |  Gruenfeld Variation,6,984.233999872,207,1308.5,0.3076923076923077
1818,True,32,mate,black,15+2,siig,1306,aran09,1400,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 d3 Bc5 Qf3 Be6 Nxe6 fxe6 Qh5+ g6 Qh3 Qf6 O-O Nd4 Bb3 O-O Nc3 Nxb3 axb3 Bxf2+ Rxf2 Qxf2+ Kh1 Qf1#,C57,Italian Game: Two Knights Defense |  Knight Attack |  Normal Variation,8,842.873999872,94,1353.0,0.3355222013758599
12829,True,56,mate,black,10+6,tristiano84,1257,aran09,1389,e4 e5 Qh5 Nc6 Bc4 g6 Qf3 Nh6 Nc3 Bc5 Nd5 Be7 d3 Nd4 Qd1 Bg5 Bxg5 Qxg5 Nf3 Qxg2 Nxc7+ Kf8 Rg1 Nxf3+ Ke2 Nd4+ Kd2 Qxf2+ Kc1 Rb8 Rf1 Qxh2 Ne6+ dxe6 c3 Ne2+ Kb1 Ng3 Rf3 b5 Bb3 b4 d4 Nxe4 a3 Nd2+ Ka2 Nxb3 Kxb3 Bb7 axb4 Bd5+ Ka4 Qxb2 c4 Qxb4#,C20,King's Pawn Game: Wayward Queen Attack,3,1321.889999872,132,1323.0,0.31676047529706064
13328,True,34,mate,black,15+0,jhoni,1188,aran09,1381,d4 d5 Nf3 Nc6 Bf4 g6 c3 Bg7 e3 Bf5 Nbd2 Nf6 Bb5 Nh5 Bxc6+ bxc6 g4 Bxg4 Qa4 Nxf4 exf4 Qd6 h3 Bd7 O-O O-O c4 Bxh3 c5 Qxf4 Rfe1 Qg4+ Kh2 Qg2#,D02,Queen's Pawn Game: Chigorin Variation,4,816.763000064,193,1284.5,0.2926829268292683
1855,True,101,resign,white,29+30,jmen,1399,aran09,1399,d4 d5 c4 Nf6 Nc3 Nc6 Nf3 g6 h3 Bg7 Bf4 O-O e3 Nh5 Bh2 Re8 g4 Nf6 Nb5 Qd7 Nxc7 Qe6 Nxa8 Ne4 Nc7 Qd7 Nxe8 Qxe8 Bd3 Nd6 Bxd6 exd6 O-O h5 Nh2 Nb4 Bc2 Be6 a3 Nxc2 Qxc2 Qd7 b3 f5 gxh5 gxh5 f4 Bf6 Qf2 dxc4 b4 c3 Qg3+ Kf8 Qg6 Bg7 Qxh5 Qc6 Qe2 Bc4 Qc2 Be6 Rfc1 Qe8 Qxc3 Qg6+ Kf2 Bd5 Rg1 Qh6 Qc8+ Kf7 Qc7+ Kf8 Qc8+ Kf7 Qxf5+ Qf6 Qxf6+ Bxf6 Ng4 Bh4+ Ke2 Bc4+ Kd2 Bd8 Rac1 Bd5 Nf2 a5 e4 Bb3 bxa5 Bxa5+ Kd3 Bb6 Rb1 Bxd4 Kxd4 Bc2 Rxb7+,D06,Queen's Gambit Refused: Marshall Defense,4,1348.608999936,0,1399.0,0.3642901813633521
17443,True,74,outoftime,black,10+15,hamid_ll,1279,aran09,1386,e4 e5 Qh5 Nc6 Bb5 g6 Qe2 Bc5 Bxc6 bxc6 Qc4 d6 d3 Nf6 Be3 Bxe3 fxe3 O-O Nd2 Rb8 Qxc6 Rb6 Qc3 Be6 Ngf3 Qd7 O-O Rfb8 Rfb1 Ng4 Nc4 Rc6 b3 Nxe3 Qa5 Nxc2 Qxa7 Rc8 Na5 Rc3 Rc1 Bh3 Rab1 Rxd3 Rxc2 Bxg2 Ne1 Bxe4 Nxd3 Qg4+ Kf1 Bxd3+ Ke1 Bxc2 Rc1 Qe4+ Kd2 Bd3 Qe3 Qg2+ Kxd3 Ra8 Nc4 Qd5+ Kc3 Rxa2 b4 Qc6 Kb3 Qa4+ Kc3 d5 Qd2 Rxd2,C20,King's Pawn Game: Wayward Queen Attack,3,2242.000999936,107,1332.5,0.3227016885553471
357,True,62,resign,black,8+8,lou,1485,aran09,1362,e4 e5 Nf3 Nc6 d4 d6 d5 Nce7 Nc3 Ng6 g3 Nf6 Bg5 Qd7 Bxf6 gxf6 Bb5 c6 dxc6 bxc6 Ba4 Bh6 Nd5 Qb7 Nxf6+ Kf8 Qxd6+ Ne7 Bxc6 Qxb2 O-O Rb8 Nxe5 Kg7 Qxe7 Rf8 Nfd7 Ba6 Rfe1 Qxc2 Nxb8 Rxb8 Qxf7+ Kh8 Qf6+ Bg7 Qd6 Rb2 Nf7+ Kg8 Qf4 Qxc6 Ng5 h6 Nf3 Qc5 Qe3 Qc6 Rac1 Qd7 Qd2 Rxd2,C44,Scotch Game,5,1398.788999936,123,1423.5,0.3796122576610381
6150,True,60,resign,black,10+0,aran09,1387,protopopov,1246,d4 d5 e3 e6 Nf3 Nf6 Bd3 Qe7 O-O h5 h4 c5 c4 dxc4 Bxc4 cxd4 Nxd4 Bd7 g3 Nc6 Nc3 Nxd4 Qxd4 a6 Rd1 Rd8 Qb6 Ng4 Qxb7 Bc6 Qxc6+ Rd7 Qa8+ Qd8 Qxa6 Rxd1+ Nxd1 Qxd1+ Kg2 Qd8 Qb7 Bc5 Bb5+ Kf8 a4 Kg8 Bc4 Rh6 a5 Rf6 f4 Nxe3+ Kh3 Nxc4 a6 e5 Qc6 Rxc6 a7 Nb6,D05,Colle System #2,7,674.416,141,1316.5,0.31269543464665417
5467,True,19,resign,white,15+9,aran09,1373,dimonnn68,1286,d4 d5 Nf3 Nc6 e3 Nf6 c4 dxc4 Bxc4 Bf5 Qb3 e6 O-O b6 Rd1 Na5 Qa4+ Nd7 Bb5,D02,Queen's Pawn Game: Chigorin Variation,4,349.148999936,87,1329.5,0.32082551594746717
3556,True,24,mate,black,15+5,iriquois,1348,aran09,1353,e3 e5 Be2 Nc6 Nf3 d5 O-O Be6 d4 Bd6 Na3 e4 Nd2 Nf6 c3 h5 h3 Qd7 b4 Bxh3 gxh3 Qxh3 b5 Qh2#,A00,Van't Kruijs Opening,1,550.609999872,5,1350.5,0.3339587242026266
13461,True,66,mate,black,5+8,aran09,1374,shahrizar,1377,d4 b6 e4 e6 Nc3 Bb7 Bd3 c6 Nf3 d5 O-O dxe4 Bxe4 Nf6 Be3 Nxe4 Nxe4 g6 Nfg5 Qe7 Qf3 Bg7 Rad1 Nd7 c4 Nf6 Nc3 O-O c5 b5 Rfe1 b4 Nce4 Nxe4 Nxe4 f5 Nd6 Rab8 a3 bxa3 bxa3 Qc7 Rb1 Ba6 Bf4 Rxb1 Rxb1 Qa5 Qxc6 Bd3 Rc1 Qxa3 Ne8 Qxc1+ Bxc1 Bxd4 Qxe6+ Kh8 Bh6 Rg8 Nf6 Rb8 Qd6 Rb1+ Bc1 Rxc1#,A40,English Defense #2,2,849.454000128,3,1375.5,0.34959349593495936
12237,True,53,mate,white,5+8,aran09,1347,guest2015,1455,d4 d6 Nf3 g6 e3 Bg7 Bc4 Nf6 O-O O-O Nc3 Nc6 Nd5 Nxd5 Bxd5 e6 Bc4 d5 Bb3 a5 c4 a4 Bxa4 Rxa4 Qxa4 dxc4 Qxc4 Na5 Qb4 b6 b3 Ba6 Ba3 Bxf1 Kxf1 Qd5 Qe7 Nc6 Qxc7 Ra8 Bd6 Qb5+ Kg1 Ra7 Qc8+ Bf8 Rc1 Ne7 Qb8 Rxa2 Bxe7 Kg7 Qxf8#,A41,Queen's Pawn,2,840.116999936,108,1401.0,0.36554096310193873
18832,True,29,mate,white,8+8,aran09,1324,max2702,1311,d4 d5 Nf3 Nf6 Bf4 e6 Nc3 Bb4 Qd3 Nc6 O-O-O O-O e4 Bxc3 Qxc3 Nxe4 Qe1 h6 c4 Re8 Ne5 Nxe5 Bxe5 Bd7 f3 Nd6 Qg3 Ba4 Qxg7#,D02,Queen's Pawn Game: London System,5,368.567000064,13,1317.5,0.3133208255159475
4806,True,93,mate,white,5+5,boria,1461,aran09,1500,e4 e5 f4 Nc6 Nf3 d6 Bc4 Be6 Bxe6 fxe6 O-O Qe7 c3 O-O-O a4 exf4 d4 e5 b4 Nf6 d5 Nxb4 cxb4 Nxe4 b5 b6 a5 h5 axb6 cxb6 Qe2 Ng3 hxg3 g5 Nc3 h4 g4 h3 Ba3 Qh7 gxh3 Qxh3 Qg2 Qh6 Kf2 Re8 Ne4 Kd7 Rh1 Qg7 Rxh8 Qxh8 Nfxg5 Rc8 Rc1 Rxc1 Bxc1 Be7 Qh3 Qc8 Qc3 Qb7 Qc6+ Qxc6 dxc6+ Kd8 Ne6+ Kc8 Kf3 d5 N4g5 e4+ Nxe4 dxe4+ Kxe4 Bd6 Bxf4 Bxf4 Kxf4 Kb8 g5 a6 g6 axb5 g7 b4 g8=Q+ Ka7 c7 b3 c8=Q b2 Qa8#,C30,King's Gambit Declined |  Queen's Knight Defense,4,786.748,39,1480.5,0.4152595372107567
3145,True,20,mate,black,8+10,azelis,981,aran09,1318,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Qh4 Bxd5 Bc5 d4 Bxd4 Be3 Bxe3 Nxh8 Qxf2#,C57,Italian Game: Two Knights Defense |  Fried Liver Attack,11,377.157999872,337,1149.5,0.20825515947467166
7442,True,35,resign,black,8+8,nerysas,1224,aran09,1298,f4 d5 d4 Nc6 e3 e6 Bb5 Nf6 Bxc6+ bxc6 c3 Ne4 g3 Bd6 Ne2 O-O h4 f6 b4 e5 dxe5 fxe5 fxe5 Bxe5 Bb2 Bg4 Nd2 Nxg3 Nxg3 Bxd1 Kxd1 Bxg3 Rg1 Qxh4 Kc1,A03,Bird Opening: Dutch Variation,2,305.197999872,74,1261.0,0.2779862414008755
14389,True,41,mate,white,10+1,kuo,1426,aran09,1317,d4 d5 g3 Nc6 Bg2 e5 Nf3 Bd6 a3 Nf6 b4 O-O Bb2 b6 Nbd2 a5 c3 g6 O-O Re8 e3 Ba6 Re1 Bd3 h4 Ng4 h5 e4 Nh4 g5 Qxg4 h6 Nf5 Qd7 Nxh6+ Kg7 Qxd7 Kxh6 Qxf7 Rf8 Qg6#,D00,Queen's Pawn Game,2,589.437000192,109,1371.5,0.34709193245778613
6061,True,69,resign,white,20+0,k777ht,1479,aran09,1334,e4 e5 Nf3 Nc6 Bc4 Nf6 Nc3 Bc5 a3 O-O b4 Be7 b5 Nd4 Nxe5 Bc5 Nd5 Nxe4 d3 d6 Nf3 Re8 O-O Bf5 dxe4 Bxe4 Nxd4 c6 bxc6 bxc6 Nxc6 Qh4 Nc7 g6 Nxe8 Rxe8 Nb4 Re5 Nc6 Rg5 Bxg5 Qxg5 g3 Qf6 Bd3 Bxc6 Rb1 Kg7 Bb5 Be4 Bd7 Qe7 Bg4 Qg5 Bf3 Bf5 Rb7 Qf6 g4 Be6 h4 Qxh4 Bd5 Bxg4 Rxf7+ Kh6 Qd2+ g5 Qd3,C50,Four Knights Game: Italian Variation,8,1872.577000192,145,1406.5,0.3689806128830519
5134,True,61,mate,white,12+8,aran09,1309,rasta19,1253,d4 d5 Nf3 e6 e3 Nf6 Nc3 Nc6 Bd3 Bd6 O-O Ng4 e4 Qh4 g3 Qxh2+ Nxh2 Nxh2 Kxh2 e5 Nxd5 exd4 Qf3 Be6 Bf4 Ne5 Bxe5 Bxe5 Bb5+ c6 Ba4 b5 Bb3 cxd5 exd5 Bd7 d6 O-O Rac1 Bxd6 Rfe1 h6 c4 bxc4 Rxc4 Be6 Rc6 Rae8 Bc2 Bg4 Qxg4 Rxe1 Rxd6 Ree8 Rxh6 f6 Qg6 Rf7 Bb3 Re2 Qxf7#,D05,Colle System,6,649.765000192,56,1281.0,0.2904940587867417
10910,True,30,resign,black,1+30,aran09,1333,raspoutine,1423,d4 d5 Qd3 Nf6 Nf3 Bg4 Bf4 e6 Qc3 Nc6 Na3 Bb4 Qxb4 Nxb4 Nb5 O-O Bxc7 Qd7 e3 Nxc2+ Kd1 Nxa1 Kd2 Ne4+ Ke1 a6 Ne5 Qe7 Nxg4 Qb4+,D00,Amazon Attack,3,300.424999936,90,1378.0,0.3511569731081926
17291,True,35,resign,white,10+0,dedaillon,1331,aran09,1371,e4 e5 Nf3 Nc6 d3 d5 Nbd2 Nf6 exd5 Qxd5 Be2 Nd4 c4 Qd6 Nxd4 Qxd4 Nf3 Qc5 Be3 Qb4+ Bd2 Qxb2 O-O Bb4 Bxb4 Qxb4 Nxe5 Qd6 Nf3 Bg4 Re1 Bxf3 Bxf3+ Kd8 Bxb7,C44,King's Knight Opening: Normal Variation,4,401.539000064,40,1351.0,0.3342714196372733
8522,True,41,outoftime,white,3+10,guppless,1464,aran09,1403,e4 e5 d3 Nc6 c3 d6 Qf3 Be6 h3 Nf6 Ne2 d5 Ng3 Qd6 Be2 O-O-O Nd2 g6 Qxf6 Be7 Qf3 d4 Bd1 f5 exf5 Rhf8 O-O Bxf5 Nde4 Qd7 Nxf5 Rxf5 Qg3 h5 Qxg6 Rdf8 Bxh5 Bh4 g3 Be7 Bg4,C20,King's Pawn Game: Leonardis Variation,3,655.478000128,61,1433.5,0.38586616635397125
5578,True,60,resign,white,10+0,zoroka,1564,aran09,1430,e4 e5 Bc4 Nc6 Nf3 Nf6 Nc3 Bc5 d3 Ng4 O-O d6 d4 f5 dxc5 fxe4 Ng5 Nd4 Ngxe4 Nxh2 Kxh2 Qh4+ Kg1 Bg4 Be2 h5 Be3 Nf5 Bg5 Bxe2 Qxe2 Nd4 Qd3 Nf3+ Qxf3 Qg4 Qxg4 hxg4 cxd6 c6 Be7 a5 Ng3 a4 b3 Ra5 Nxa4 Rd5 c4 Rd4 Rae1 Rh6 Rxe5 Kd7 Nf5 Re6 Rxe6 Kxe6 Nxd4+ Kd7,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,9,866.068999936,134,1497.0,0.4255784865540963
18454,True,30,resign,black,120+1,jcell,886,aran09,1426,e4 e5 Nc3 Nc6 d3 Nf6 Nh3 Bc5 Nd5 O-O a3 Ng4 Qxg4 g6 c4 h5 Qg5 Be7 Nf6+ Bxf6 Qh6 Nd4 Bg5 Nc2+ Kd2 Nxa1 g4 hxg4 Ng1 Bxg5+,C25,Vienna Game: Max Lange Defense,4,543.472999936,540,1156.0,0.21232020012507818
8759,True,62,outoftime,black,8+0,aran09,1486,ipotekamd,1391,d4 e6 Nf3 Nf6 e3 c5 Bc4 Nc6 O-O Ne4 Bd2 cxd4 exd4 d5 Bb3 Bd6 Re1 Qc7 Nc3 Nxd2 Qxd2 Bd7 Nxd5 Qb8 Qg5 O-O Nf6+ Kh8 c3 gxf6 Qxf6+ Kg8 Ng5 Qd8 Bc2 Qxf6 Ne4 Qe7 Re3 e5 d5 Na5 Nxd6 Qxd6 Rg3+ Kh8 Rg5 Qh6 Rxe5 Qg7 Rae1 Bh3 g3 Nc4 Rh5 Qg4 Rxh7+ Kg8 Re4 f5 Re6 Kxh7,A46,Yusupov-Rubinstein System,5,911.704,95,1438.5,0.3889931207004378
12842,True,67,mate,white,15+5,sigseg,1543,aran09,1539,e4 e5 f4 Nc6 Nc3 d6 Bc4 exf4 Nf3 Nf6 d4 Ng4 Bxf4 g6 h3 Nf6 O-O Qe7 e5 Nh5 exd6 cxd6 Bh2 Bg7 Re1 Be6 d5 O-O dxe6 f5 Nd5 Qd8 e7 Qa5 exf8=Q+ Rxf8 Ne7+ Kh8 Nxc6 Qc5+ Kh1 Qxc4 Ncd4 Rc8 b3 Qa6 c4 Nf6 Ne6 Ne4 Nxg7 Nf2+ Kg1 Nxd1 Raxd1 Qb6+ Kh1 Kxg7 Bxd6 Qf2 Be5+ Kh6 Bf4+ Kg7 Rd7+ Kf6 Bg5#,C25,Vienna Game: Vienna Gambit,5,1328.829000192,4,1541.0,0.4530956848030019
2138,True,44,outoftime,black,2+15,sidharthcnadhan,1490,aran09,1472,d4 d5 c4 Bf5 cxd5 Qxd5 Nc3 Qd7 e4 Bg6 Nf3 f5 Ne5 Qd6 Nxg6 Qxg6 Nd5 Qc6 f3 e6 Nb4 Qb6 Nd3 Nc6 exf5 O-O-O fxe6 Nxd4 Be3 Re8 Nf4 Nc2+ Qxc2 Qxe3+ Ne2 Rxe6 a3 b5 Rc1 Bd6 Kd1 Nf6 g3 Rd8,D02,Queen's Gambit Refused: Baltic Defense,4,769.473999872,18,1481.0,0.4155722326454034
4901,True,41,resign,white,15+5,kittu006,1590,aran09,1539,e4 e5 Bc4 Nf6 d3 g6 h3 Bc5 a4 b6 g4 Bb7 h4 h6 g5 Ng4 Qxg4 h5 Qf3 O-O Qg3 Nc6 c3 Re8 Qf3 Re7 Qf6 Na5 Qxg6+ Kf8 Qh6+ Ke8 Ba2 Re6 Qh8+ Ke7 Qg7 Ba6 g6 Bxd3 Bg5+,C24,Bishop's Opening: Berlin Defense,4,590.891000064,51,1564.5,0.46779237023139464
18194,True,50,mate,black,5+5,improbablyhigh,1438,cfloyd,1497,e4 g6 Nf3 Bg7 d4 d6 Bc4 e6 Qe2 a6 e5 b5 Bb3 Bb7 Bg5 Bxf3 Qxf3 Qxg5 Qxa8 Qd8 O-O Ne7 Nc3 O-O d5 dxe5 dxe6 b4 Nd5 Nxd5 Bxd5 fxe6 Bxe6+ Kh8 Rad1 Qf6 Qd5 c6 Qd6 e4 Rfe1 Qxb2 Rxe4 Qxc2 Rc4 Qxf2+ Kh1 Qf1+ Rxf1 Rxf1#,B06,Modern Defense,2,752.736,59,1467.5,0.4071294559099437
2694,True,74,mate,black,5+5,improbablyhigh,1457,scottdsteinberg,1164,e4 e5 f4 Nc6 Nf3 exf4 d4 d6 Bxf4 Bg4 Nbd2 Nxd4 Nc4 Nxf3+ gxf3 Be6 e5 d5 Ne3 f6 c4 d4 Nc2 fxe5 Bxe5 Bb4+ Nxb4 Nf6 Rg1 O-O Qe2 c5 Bxf6 Rxf6 Nd3 Qa5+ Kf2 Bxc4 Rc1 Re6 Qc2 Bxa2 Bh3 Rh6 Be6+ Rxe6 Nxc5 Re7 b3 Bxb3 Qxb3+ Kh8 Qd5 Qd2+ Kg3 Rf8 Ne4 Qf4+ Kf2 Qxf3+ Ke1 Rxe4+ Kd2 Qe3+ Kc2 Rf2+ Kb1 Re8 Qxb7 Qd3+ Ka1 Qa3+ Kb1 Qa2#,C34,King's Gambit Accepted |  MacLeod Defense,6,951.055000064,293,1310.5,0.3089430894308943
